codigoOC;NroConvenioMarco;FechaEnvioOC;NombreOC;DescripcionOC;EstadoOC;ProcedenciaOC;CompraCoordinada;GranCompra;idGranCompra;NombreGranCompra;FechaDesde_PeriodoInvitacion;FechaHasta_PeriodoInvitacion;MontoAprobGC_SubTotal;MontoAprobGC_SubTotalIVA;MontoAprobGC_ImpEsp;MontoAprobGC_TotalFinal;GlosaEvaluacion;MonedaOC;MontoNetoOC;DescuentosOC;CargosOC;ImpuestosOC;MontoTotalOC;ImpuestosOC_CLP;MontoNetoOC_CLP;MetodoPago;TipoDespacho;Financiamiento;UnidadCompra;UnidadCompraRUT;RegionUnidadCompra;entCode;Institucion;Sector;Proveedor;ProveedorRUT;ActividadProveedor;TamanoProveedor;RegionProveedor;RubroN1;RubroN2;RubroN3;CodigoProductoONU;ONUProducto;Producto;Modelo;Marca;NombreItem;DescripcionItem;CantidadItem;UnidadMedida;MonedaItem;MontoNetoItem;DescuentoItem;CargosItem;ImpuestoEspecificoItem;MontoTotalItem;MontoNetoItemCLP
1208129-32-CM24;;29-01-2024 0:00:00;ARRULLO FRUTAS Y VERDURAS TRIMESTRE FEBRERO A ABRIL ;DESPACHAR A CALLE LA VIRGEN N°420 CONCEPCION, POR HITOS PARCIALIZADOS FEBRERO,,MARZO Y ABRIL. XML FACTURAR A DIPRESRECEPCION@CUSTODIUM.COM. CDP N°51. DIRECCION FACTURACION CAUPOLICAN N°518, PISO 7, CONCEPCIÓN;Recepcion Conforme;Convenio Marco;No;No;;;;;;;;;;CLP;8696353;0;0;0;8696353;0;8696353;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;;ADMINISTRACIÓN DIRECTA REGIÓN DEL BIOBÍO;62.000.890-7;Region del Biobio;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;JOSE VICENTE SUAZO BENITEZ;8.693.714-k;MAYORISTA DE FRUTAS Y VERDURAS| OTRAS ACTIVIDADES DE SERVICIOS PERSONALES N.C.P.;Mediana;;;;;;;;;;PIMENTON FRESCO - ROJO UNIDAD VIII REGION;(1471972) PIMENTON FRESCO - ROJO UNIDAD VIII REGION;50;Unidad no definida;CLP;555;0;0;0;27750;27750
1208104-47-CM24;;12-04-2024 0:00:00;INSUMOS COMPUTACIONALES DIRECCIÓN REGIONAL BIOBIO;Aceptar OC, y DEBERÁ incluir el N° de la OC, campo 801 de la Factura. Enviar la Factura en Formato XML a dipresrecepcion@custodium.com  CDP N° 39, ÍTEM: 22-04-009;Recepcion Conforme;Convenio Marco;No;No;;;;;;;;;;CLP;630040;0;0;119707,6;749747,6;119707,6;630040;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;;DIRECCION REGIONAL BIOBÍO;62.000.890-7;Region del Biobio;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;AMINORTE S A;99.533.780-0;VENTA AL POR MAYOR DE OTROS PRODUCTOS N.C.P.;Mediana;;;;;;;;;;CABLE HDMI KENSINGTON HDMI 1.4 V 1,8 M TIPO A UNIDAD REGIÓN VIII;(1973494) CABLE HDMI KENSINGTON HDMI 1.4 V 1,8 M TIPO A UNIDAD REGIÓN VIII;5;Unidad no definida;CLP;6630;0;0;0;33150;33150
1207912-56-CM24;;12-04-2024 0:00:00;VISITA NNA RFF;Orden de Compra codigo: 1207912-56-CM24 dirigida a AGENCIA DE VIAJES TURAVION SPA MARIA JOSE BARRAZA RFF;Recepcion Conforme;Convenio Marco;No;No;;;;;;;;;;CLP;307364;0;4860;0;312224;0;307364;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;;DIRECCIÓN REGIONAL ARICA Y PARINACOTA;62.000.890-7;Region de Arica y Parinacota;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;AGENCIA DE VIAJES TURAVION SPA;80.989.400-2;AGENCIAS Y ORGANIZADORES DE VIAJES  ACTIVIDADES DE ASISTENCIA A TURIST| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.;Grande;;;;;;;;;;PASAJE AÉREO;(1849200) PASAJE AÉREO;1;Unidad no definida;CLP;269980;0;0;0;269980;269980
1210674-84-CM24;;16-04-2024 0:00:00;Adquisición de confort y toalla nova para centros de administración directa;Orden de Compra codigo: 1210674-84-CM24 dirigida a SOCIEDAD DE INVERSIONES TEKNOX S.A.;Recepcion Conforme;Convenio Marco;No;No;;;;;;;;;;CLP;14767582;0;0;2805840,58;17573422,58;2805840,58;14767582;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;446;ADMINISTRACIÓN DIRECTA REGIÓN METROPOLITANA;62.000.890-7;Region Metropolitana de Santiago;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;SOCIEDAD DE INVERSIONES TEKNOX S.A.;76.389.113-5;VENTA AL POR MAYOR DE ARTICULOS ELECTRICOS Y ELECTRONICOS PARA EL HOGA| COMERCIO DE ARTICULOS DE SUMINISTROS DE OFICINAS Y ARTICULOS DE ESCRIT| EMPRESAS DE SERVICIOS INTEGRALES DE INFORMATICA| SERVICIOS DE COBRANZA DE CUENTAS;Mediana;;;;;;;;;;PAPEL HIGIÉNICO OVELLA ALTO METRAJE HOJA SIMPLE 6 ROLLOS 500 M 1 PAQUETE REGIÓN RM;(1920836) PAPEL HIGIÉNICO OVELLA ALTO METRAJE HOJA SIMPLE 6 ROLLOS 500 M 1 PAQUETE REGIÓN RM;672;Unidad no definida;CLP;13931;0;0;0;9361632;9361632
1209395-22-CM24;;30-01-2024 0:00:00;Orden de Compra: 1209395-22-CM24;Orden de Compra código: 1209395-22-CM24 dirigida a SANDRA IVONNE RAMIREZ PONCE Frutas y verduras para RT Belén mes de febrero 2024;Recepcion Conforme;Convenio Marco;No;No;;;;;;;;;;CLP;1204588;0;0;0;1204588;0;1204588;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;;ADMINISTRACIÓN DIRECTA REGIÓN DE LA ARAUCANIA;62.000.890-7;Region de la Araucania;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;SANDRA IVONNE RAMIREZ PONCE;11.907.734-6;CORRETAJE DE PRODUCTOS AGRICOLAS| COMERCIO AL POR MENOR DE VERDURAS Y FRUTAS (VERDULERIA)| VENTA AL POR MENOR DE PESCADOS, MARISCOS Y PRODUCTOS CONEXOS;Mediana;;;;;;;;;;CEBOLLIN PROCESADO - ENTERO BOLSA 1 K UNIDAD IX REGION;(1461848) CEBOLLIN PROCESADO - ENTERO BOLSA 1 K UNIDAD IX REGION;4;Unidad no definida;CLP;2037;0;0;0;8148;8148
1209395-22-CM24;;30-01-2024 0:00:00;Orden de Compra: 1209395-22-CM24;Orden de Compra código: 1209395-22-CM24 dirigida a SANDRA IVONNE RAMIREZ PONCE Frutas y verduras para RT Belén mes de febrero 2024;Recepcion Conforme;Convenio Marco;No;No;;;;;;;;;;CLP;1204588;0;0;0;1204588;0;1204588;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;;ADMINISTRACIÓN DIRECTA REGIÓN DE LA ARAUCANIA;62.000.890-7;Region de la Araucania;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;SANDRA IVONNE RAMIREZ PONCE;11.907.734-6;CORRETAJE DE PRODUCTOS AGRICOLAS| COMERCIO AL POR MENOR DE VERDURAS Y FRUTAS (VERDULERIA)| VENTA AL POR MENOR DE PESCADOS, MARISCOS Y PRODUCTOS CONEXOS;Mediana;;;;;;;;;;CIBOULETTE - PAQUETE APROX. 500 GR UNIDAD IX REGION;(1462643) CIBOULETTE - PAQUETE APROX. 500 GR UNIDAD IX REGION;5;Unidad no definida;CLP;3622;0;0;0;18110;18110
1209395-24-CM24;;30-01-2024 0:00:00;Orden de Compra: 1209395-24-CM24;Orden de Compra código: 1209395-24-CM24 dirigida a DISTRIBUIDORA ECOMARK CORONEL SPA Abarrotes para RT Belén mes de Febrero 2024;Recepcion Conforme;Convenio Marco;No;No;;;;;;;;;;CLP;677682;0;0;0;677682;0;677682;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;;ADMINISTRACIÓN DIRECTA REGIÓN DE LA ARAUCANIA;62.000.890-7;Region de la Araucania;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;DISTRIBUIDORA ECOMARK CORONEL LIMITADA;76.104.415-k;MAYORISTAS DE VINOS Y BEBIDAS ALCOHOLICAS Y DE FANTASIA| VENTA AL POR MAYOR DE CONFITES| VENTA AL POR MAYOR DE HUEVOS, LECHE, ABARROTES, Y OTROS ALIMENTOS N.C.| VENTA AL POR MENOR DE ARTICULOS ELECTRODOMESTICOS Y ELECTRONICOS PARA| VENTA AL POR MENOR DE M;Mediana;;;;;;;;;;ATUN CONSERVA AL AGUA SAN JOSE LOMITOS TARRO 178 G UNIDAD IX REGION;(1454363) ATUN CONSERVA AL AGUA SAN JOSE LOMITOS TARRO 178 G UNIDAD IX REGION;48;Unidad no definida;CLP;1549;0;0;0;74352;74352
1209395-25-CM24;;30-01-2024 0:00:00;Orden de Compra: 1209395-25-CM24;Orden de Compra código: 1209395-25-CM24 dirigida a ZABETH DEL CARMEN CERDA ETCHEPARE Abarrotes para RT Belén mes de Febrero 2024;Recepcion Conforme;Convenio Marco;No;No;;;;;;;;;;CLP;919957;0;0;0;919957;0;919957;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;;ADMINISTRACIÓN DIRECTA REGIÓN DE LA ARAUCANIA;62.000.890-7;Region de la Araucania;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;ZABETH DEL CARMEN CERDA ETCHEPARE;7.801.150-5;MAYORISTAS DE VINOS Y BEBIDAS ALCOHOLICAS Y DE FANTASIA| ALMACENES PEQUENOS (VENTA DE ALIMENTOS);Mediana;;;;;;;;;;CEREAL VIVO SHOT CHECK 3 CEREALES BOLSA 30 G UNIDAD IX REGION;(1490573) CEREAL VIVO SHOT CHECK 3 CEREALES BOLSA 30 G UNIDAD IX REGION;210;Unidad no definida;CLP;354;0;0;0;74340;74340
1209395-25-CM24;;30-01-2024 0:00:00;Orden de Compra: 1209395-25-CM24;Orden de Compra código: 1209395-25-CM24 dirigida a ZABETH DEL CARMEN CERDA ETCHEPARE Abarrotes para RT Belén mes de Febrero 2024;Recepcion Conforme;Convenio Marco;No;No;;;;;;;;;;CLP;919957;0;0;0;919957;0;919957;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;;ADMINISTRACIÓN DIRECTA REGIÓN DE LA ARAUCANIA;62.000.890-7;Region de la Araucania;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;ZABETH DEL CARMEN CERDA ETCHEPARE;7.801.150-5;MAYORISTAS DE VINOS Y BEBIDAS ALCOHOLICAS Y DE FANTASIA| ALMACENES PEQUENOS (VENTA DE ALIMENTOS);Mediana;;;;;;;;;;GALLETON NUTRA BIEN AVENA MANZANA BOLSA 40 G UNIDAD IX REGION;(1493573) GALLETON NUTRA BIEN AVENA MANZANA BOLSA 40 G UNIDAD IX REGION;140;Unidad no definida;CLP;424;0;0;0;59360;59360
1209403-19-CM24;;01-03-2024 0:00:00;Adquisición de Pasajes IDA y VUELTA  Actividad de Estudiantes. 1209403-19-CM24;Orden de Compra codigo: 1209403-19-CM24 dirigida a AGENCIA DE VIAJES TURAVION SPA;Recepcion Conforme;Convenio Marco;No;No;;;;;;;;;;CLP;501422;0;9720;0;511142;0;501422;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;;ADMINISTRACIÓN DIRECTA REGIÓN DE AYSEN;62.000.890-7;Region Aysen del General Carlos IbaNez del Campo;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;AGENCIA DE VIAJES TURAVION SPA;80.989.400-2;AGENCIAS Y ORGANIZADORES DE VIAJES  ACTIVIDADES DE ASISTENCIA A TURIST| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.;Grande;;;;;;;;;;PASAJE AÉREO;(1849200) PASAJE AÉREO;1;Unidad no definida;CLP;237980;0;0;0;237980;237980
1208106-37-CM24;;16-04-2024 0:00:00;Pasaje Comisión de Servicio Jefe DAS Santiago a Antofagasta;Orden de Compra codigo: 1208106-37-CM24 dirigida a AGENCIA DE VIAJES TURAVION SPA.  Pasaje aéreo Comisión de Servicio Jefe DAS Santiago a Antofagasta, según correo electrónico Jefe DAS. INI24-DR_RIOS-46.-;Recepcion Conforme;Convenio Marco;No;No;;;;;;;;;;CLP;146410;0;4860;0;151270;0;146410;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;;DIRECCION REGIONAL LOS RIOS;62.000.890-7;Region de Los Rios;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;AGENCIA DE VIAJES TURAVION SPA;80.989.400-2;AGENCIAS Y ORGANIZADORES DE VIAJES  ACTIVIDADES DE ASISTENCIA A TURIST| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.;Grande;;;;;;;;;;PASAJE AÉREO;(1849200) PASAJE AÉREO;1;Unidad no definida;CLP;127490;0;0;0;127490;127490
1210674-16-CM24;;30-01-2024 0:00:00;ABARROTES  CASA  NACIONAL 3 MESES ;Orden de Compra codigo: 1210674-16-CM24 dirigida a SERVICIOS INTEGRADOS SIDAPT LIMITADA;Aceptada;Convenio Marco;No;No;;;;;;;;;;CLP;13336336;0;0;0;13336336;0;13336336;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;55;ADMINISTRACIÓN DIRECTA REGIÓN METROPOLITANA;62.000.890-7;Region Metropolitana de Santiago;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;SERVICIOS INTEGRADOS SIDAPT LIMITADA;76.299.358-9;Comercializacion de Alimentos, Comercio por Menor de Computadores, Software y Su;Grande;;;;;;;;;;GALLETON NUTRA BIEN AVENA PASAS BOLSA 40 G UNIDAD RM;(1493622) GALLETON NUTRA BIEN AVENA PASAS BOLSA 40 G UNIDAD RM;750;Unidad no definida;CLP;396;0;0;0;297000;297000
1210674-16-CM24;;30-01-2024 0:00:00;ABARROTES  CASA  NACIONAL 3 MESES ;Orden de Compra codigo: 1210674-16-CM24 dirigida a SERVICIOS INTEGRADOS SIDAPT LIMITADA;Aceptada;Convenio Marco;No;No;;;;;;;;;;CLP;13336336;0;0;0;13336336;0;13336336;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;55;ADMINISTRACIÓN DIRECTA REGIÓN METROPOLITANA;62.000.890-7;Region Metropolitana de Santiago;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;SERVICIOS INTEGRADOS SIDAPT LIMITADA;76.299.358-9;Comercializacion de Alimentos, Comercio por Menor de Computadores, Software y Su;Grande;;;;;;;;;;JUGO LIQUIDO  LIVEAN NECTAR 0% AZUCAR DURAZNO CAJA 200 CC UNIDAD RM;(1487757) JUGO LIQUIDO  LIVEAN NECTAR 0% AZUCAR DURAZNO CAJA 200 CC UNIDAD RM;5100;Unidad no definida;CLP;274;0;0;0;1397400;1397400
1208094-17-CM24;;30-01-2024 0:00:00;Traslado internacional Sofia García (L/S-Stgo) OC: 1208094-17-CM24;Orden de Compra codigo: 1208094-17-CM24 dirigida a AGENCIA DE VIAJES TURAVION SPA;Recepcion Conforme;Convenio Marco;No;No;;;;;;;;;;CLP;100580;0;9482;0;110062;0;100580;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;;DIRECCION REGIONAL COQUIMBO;62.000.890-7;Region de Coquimbo;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;AGENCIA DE VIAJES TURAVION SPA;80.989.400-2;AGENCIAS Y ORGANIZADORES DE VIAJES  ACTIVIDADES DE ASISTENCIA A TURIST| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.;Grande;;;;;;;;;;TASA DE EMBARQUE;(1849900) TASA DE EMBARQUE;1;Unidad no definida;CLP;36600;0;0;0;36600;36600
1208129-34-CM24;;09-02-2024 0:00:00;ARRULLO MATERIALES E INSUMOS QUIRÚRGICOS PARA ENFERMERIA ;INSUMNOS Y MATERIALES QUIRÚRGICOS EN CONVE PARA FUNCIONAMIENTO ENFERMERIA AÑO 2024 DESPACHAR A CALLE LA VIRGEN N°420 CONCEPCION, ENVIAR XML A CASILLA DIPRESRECEPCION@CUSTODIUM.COM. CDP N°.89 DIRECCION FACTURACION CAUPOLICAN N°518, PISO 7, CONCEPCIÓN;Recepcion Conforme;Convenio Marco;No;No;;;;;;;;;;CLP;1666880;0;0;316707,2;1983587,2;316707,2;1666880;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;;ADMINISTRACIÓN DIRECTA REGIÓN DEL BIOBÍO;62.000.890-7;Region del Biobio;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;MUNNICH PHARMA MEDICAL LIMITADA;80.447.400-5;VENTA AL POR MAYOR DE PRODUCTOS FARMACEUTICOS| VENTA AL POR MAYOR DE OTROS PRODUCTOS N.C.P.;Grande;;;;;;;;;;TERMÓMETRO MUNNICH DIGITAL DE PUNTA FLEXIBLE UNIDAD SUR;(1850855) TERMÓMETRO MUNNICH DIGITAL DE PUNTA FLEXIBLE UNIDAD SUR;30;Unidad no definida;CLP;1471;0;0;0;44130;44130
1209004-27-CM24;;04-03-2024 0:00:00;P02: Recarga de gas para Residencia Alameda 1209004-27-CM24;Para facturar deben estar recepcionados los productos y aceptada la orden de compra. Se solicita facturar en formato XML a la casilla: dipresrecepcion@custodium.com e indicar el número de orden de compra en el campo de referencia 801 y señalar en factura ;Recepcion Conforme;Convenio Marco;No;No;;;;;;;;;;CLP;109500;0;0;20805;130305;20805;109500;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;;ADMINISTRACIÓN DIRECTA REGIÓN DEL MAULE;62.000.890-7;Region del Maule;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;ABASTIBLE S.A.;91.806.000-6;FABRICACION DE GAS  DISTRIBUCION DE COMBUSTIBLES GASEOSOS POR TUBERIAS| SERVICIO DE LAVADO DE VEHICULOS AUTOMOTORES| MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES| VENTA AL POR MENOR DE COMBUSTIBLE PARA AUTOMOTORES| VENTA AL POR MAYOR DE COMBUSTIBLE;Grande;;;;;;;;;;GAS LICUADO GRANEL LITRO VII REGIÓN;(1945005) GAS LICUADO GRANEL LITRO VII REGIÓN;300;Unidad no definida;CLP;365;0;0;0;109500;109500
1208129-37-CM24;;31-01-2024 0:00:00;COMPRA DE ARTICULOS ESCOLARES PARA LAS RESIDENCIAS FAMILIARES;COMPRA DE ARTICULOS ESCOLARES PARA LAS RESIDENCIAS FAMILIARES  CDP N° 66, 67, 68, 69 ITEM 04.002.001 FACTURAR Y DESPACHAR A CAUPOLICAN N° 518 PISO 7, CONCEPCION  Aceptar OC, y DEBERÁ incluir el N° de la OC, campo 801 de la Factura. Enviar la Factura en Fo;Recepcion Conforme;Convenio Marco;No;No;;;;;;;;;;CLP;922591;0;0;175292,29;1097883,29;175292,29;922591;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;60;ADMINISTRACIÓN DIRECTA REGIÓN DEL BIOBÍO;62.000.890-7;Region del Biobio;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;COMERCIAL DARIO FABBRI LIMITADA;76.176.425-k;GRANDES TIENDAS - VESTUARIO Y PRODUCTOS PARA EL HOGAR| VENTA AL POR MENOR DE CRISTALES, LOZAS, PORCELANA, MENAJE (CRISTALERIA| COMERCIO DE ARTICULOS DE SUMINISTROS DE OFICINAS Y ARTICULOS DE ESCRIT;Grande;;;;;;;;;;FUNDA ARTEL PLÁSTICA ARCHIVADOR TRANSPARENTE TAMAÑO CARTA LOMO BLANCO 10 UNIDADES REGIÓN VIII;(1991446) FUNDA ARTEL PLÁSTICA ARCHIVADOR TRANSPARENTE TAMAÑO CARTA LOMO BLANCO 10 UNIDADES REGIÓN VIII;7;Unidad no definida;CLP;309;0;0;0;2163;2163
1207912-69-CM24;;19-04-2024 0:00:00;PASAJE AEREO N. ARANGUIZ CONCEPCION-ARICA RF MASCULINA ;Orden de Compra codigo: 1207912-69-CM24 dirigida a AGENCIA DE VIAJES TURAVION SPA  SGPA 274;Recepcion Conforme;Convenio Marco;No;No;;;;;;;;;;CLP;361240;0;4860;0;366100;0;361240;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;;DIRECCIÓN REGIONAL ARICA Y PARINACOTA;62.000.890-7;Region de Arica y Parinacota;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;AGENCIA DE VIAJES TURAVION SPA;80.989.400-2;AGENCIAS Y ORGANIZADORES DE VIAJES  ACTIVIDADES DE ASISTENCIA A TURIST| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.;Grande;;;;;;;;;;TASA DE EMBARQUE;(1849900) TASA DE EMBARQUE;1;Unidad no definida;CLP;7340;0;0;0;7340;7340
1207912-71-CM24;;19-04-2024 0:00:00;PASAJES AEREOS RF FEMENINA M. VERGARA STGO-ARICA;Orden de Compra codigo: 1207912-71-CM24 dirigida a AGENCIA DE VIAJES TURAVION SPA  SGPA 311;Recepcion Conforme;Convenio Marco;No;No;;;;;;;;;;CLP;187320;0;4860;0;192180;0;187320;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;;DIRECCIÓN REGIONAL ARICA Y PARINACOTA;62.000.890-7;Region de Arica y Parinacota;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;AGENCIA DE VIAJES TURAVION SPA;80.989.400-2;AGENCIAS Y ORGANIZADORES DE VIAJES  ACTIVIDADES DE ASISTENCIA A TURIST| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.;Grande;;;;;;;;;;TASA DE EMBARQUE;(1849900) TASA DE EMBARQUE;1;Unidad no definida;CLP;7340;0;0;0;7340;7340
1209395-65-CM24;;05-03-2024 0:00:00;Orden de Compra: 1209395-65-CM24;Orden de Compra código: 1209395-65-CM24 dirigida a ZABETH DEL CARMEN CERDA ETCHEPARE abarrotes mes de marzo 2024 para RT Belén;Recepcion Conforme;Convenio Marco;No;No;;;;;;;;;;CLP;765991;0;0;0;765991;0;765991;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;;ADMINISTRACIÓN DIRECTA REGIÓN DE LA ARAUCANIA;62.000.890-7;Region de la Araucania;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;ZABETH DEL CARMEN CERDA ETCHEPARE;7.801.150-5;MAYORISTAS DE VINOS Y BEBIDAS ALCOHOLICAS Y DE FANTASIA| ALMACENES PEQUENOS (VENTA DE ALIMENTOS);Mediana;;;;;;;;;;AZUCAR IANSA BLANCA GRANULADA BOLSA 1K  UNIDAD IX REGION;(1436063) AZUCAR IANSA BLANCA GRANULADA BOLSA 1K  UNIDAD IX REGION;10;Unidad no definida;CLP;1409;0;0;0;14090;14090
1209395-65-CM24;;05-03-2024 0:00:00;Orden de Compra: 1209395-65-CM24;Orden de Compra código: 1209395-65-CM24 dirigida a ZABETH DEL CARMEN CERDA ETCHEPARE abarrotes mes de marzo 2024 para RT Belén;Recepcion Conforme;Convenio Marco;No;No;;;;;;;;;;CLP;765991;0;0;0;765991;0;765991;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;;ADMINISTRACIÓN DIRECTA REGIÓN DE LA ARAUCANIA;62.000.890-7;Region de la Araucania;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;ZABETH DEL CARMEN CERDA ETCHEPARE;7.801.150-5;MAYORISTAS DE VINOS Y BEBIDAS ALCOHOLICAS Y DE FANTASIA| ALMACENES PEQUENOS (VENTA DE ALIMENTOS);Mediana;;;;;;;;;;SALSA DE TOMATE MALLOA ITALIANA DOYPACK 200 G UNIDAD IX REGION;(1436693) SALSA DE TOMATE MALLOA ITALIANA DOYPACK 200 G UNIDAD IX REGION;48;Unidad no definida;CLP;720;0;0;0;34560;34560
1207912-72-CM24;;22-04-2024 0:00:00;PASAJES AEREOS RF FEMENINA C. MACHUCA ;Orden de Compra codigo: 1207912-72-CM24 dirigida a AGENCIA DE VIAJES TURAVION SPA SGPA 295;Recepcion Conforme;Convenio Marco;No;No;;;;;;;;;;CLP;182660;0;4860;0;187520;0;182660;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;;DIRECCIÓN REGIONAL ARICA Y PARINACOTA;62.000.890-7;Region de Arica y Parinacota;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;AGENCIA DE VIAJES TURAVION SPA;80.989.400-2;AGENCIAS Y ORGANIZADORES DE VIAJES  ACTIVIDADES DE ASISTENCIA A TURIST| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.;Grande;;;;;;;;;;TASA DE EMBARQUE;(1849900) TASA DE EMBARQUE;1;Unidad no definida;CLP;14680;0;0;0;14680;14680
