codigoOC;FechaEnvioOC;NombreOC;DescripcionOC;EstadoOC;ProcedenciaOC;MonedaOC;MontoNetoOC;DescuentosOC;CargosOC;ImpuestosOC;MontoTotalOC;ImpuestosOC_CLP;MontoNetoOC_CLP;MetodoPago;TipoDespacho;Financiamiento;UnidadCompra;UnidadCompraRUT;RegionUnidadCompra;entCode;Institucion;Sector;Proveedor;ProveedorRUT;ActividadProveedor;TamanoProveedor;RegionProveedor;RubroN1;RubroN2;RubroN3;CodigoProductoONU;ONUProducto;NombreItem;DescripcionItem;CantidadItem;UnidadMedida;MonedaItem;MontoNetoItem;DescuentoItem;CargosItem;ImpuestoEspecificoItem;MontoTotalItem;MontoNetoItemCLP
1208104-42-SE24;28-03-2024 0:00:00;SERVICIO SEGURIDAD Y VIGILANCIA DIRECCION REGIONAL;SERVICIO VIGILANCIA Y SEGURIDAD DIRECCION REGIONAL DEL BIOBIO AUTORIZADO POR RES EXE N°48-A DEL  28-03-2024. CDP N° 32, ÍTEM: 08-002 PERIODO ABRIL, MAYO  2024. ACEPTAR ORDEN DE COMPRA EN PORTAL MERCADO PUBLICO  FACTURAR A CAUPOLICAN N° 518 PISO 7, CONCEPCION ;Recepcion Conforme;Trato Directo;CLP;3040000;0;0;577600;3617600;577600;3040000;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho, Ver Instruc;;DIRECCION REGIONAL BIOBÍO;62.000.890-7;Region del Biobio;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;SEGURIDAD 24 H LIMITADA;76.266.076-8;SERVICIOS INTEGRALES DE SEGURIDAD;Pequeña;Región del Biobío ;Servicios de defensa nacional, orden público y seguridad;Seguridad y protección personal;Guardaespaldas y seguridad personal;92121504;Guardias de seguridad;Guardias de seguridad;Servicio Vigilancia y Seguridad para dependencias de la  Dirección Regional del Bio-Bio, periodo abril, mayo 2024 autorizado por RES EXE N°48-A del 28-03-2024;2;Mes;CLP;1520000;0;0;0;3040000;3040000
1208983-48-SE24;28-03-2024 0:00:00;Servicio de Preuniversitario para NNA perteneciente a la RF Villa Alemana;Servicio de Preuniversitario para NNA perteneciente a la RF Villa Alemana (LCV). Consta de 3 cursos (ciencias sociales, matemáticas y lenguaje) con 2 clases por cada curso. Sede Quilpué.;Aceptada;Trato Directo;CLP;600000;0;0;0;600000;0;600000;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho, Ver Instruc;;ADMINISTRACIÓN DIRECTA REGIÓN DE VALPARAÍSO;62.000.890-7;Region de Valparaiso;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;CENTRO DE ESTUDIO VIÑA DEL MAR LTDA.;78.591.210-1;EDUCACIÓN;Grande;Región de Valparaíso ;Educación, formación, entrenamiento y capacitación;Formación profesional;Servicios de formación profesional no científica;86101710;Servicios de formación en educación;Servicios de formación en educación;Servicio de Preuniversitario para NNA perteneciente a la RF Villa Alemana. Consta de 3 cursos (ciencias sociales, matemáticas y lenguaje) con 2 clases por cada curso. Curso tradicional de IV Medio. Sede Quilpué;1;Unidad;CLP;600000;0;0;0;600000;600000
1208109-24-SE24;03-04-2024 0:00:00;Transferencia Técnica OCAS 2024, Abril. ;Transferencia Técnica OCAS 2024, Abril. ;Recepcion Conforme;Trato Directo;CLP;2000000;0;0;0;2000000;0;2000000;30 dias contra la recepcion conforme de la factura;Despachar a Dirección de envío;96;DIRECCION REGIONAL AYSEN;62.000.890-7;Region Aysen del General Carlos IbaNez del Campo;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;CONSULTORA PAULINA SCHNAIDT E.I.R.L.;77.509.309-9;;Micro;Región Aysén del General Carlos Ibáñez del Campo;Educación, formación, entrenamiento y capacitación;Sistemas educativos complementarios;Educación de adultos;86111604;Capacitación a empleados;Capacitación a empleados;Trasferencia Técnica para Organismos colaboradores Región de Aysén, mes de abril. ;1;Unidad;CLP;2000000;0;0;0;2000000;2000000
1208985-50-SE24;02-04-2024 0:00:00;RFA_ Servicio de Sala Cuna para hijo de Funcionari;RFA_ Se Requiere contratar el Servicio de Sala Cuna, para hijo de funcionaria Doña Anita Catepillán Leiva, que presta Servicios en la Residencia Familiar de Adolescentes (SALA CUNA Y JARDIN INFANTIL PEQUEÑOS ARTISTAS);Recepcion Conforme;Trato Directo;CLP;3611800;0;0;0;3611800;0;3611800;30 dias contra la recepcion conforme de la factura;A convenir;;ADMINISTRACIÓN DIRECTA REGIÓN DE MAGALLANES;62.000.890-7;Region de Magallanes y de la Antartica;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;KATHERINE PAOLA MOLINA ARAYA;10.464.047-8;ESTABLECIMIENTOS DE ENSENANZA PREESCOLAR;Micro;Región de Magallanes y de la Antártica;Servicios de cuidado personal y domésticos;Servicio doméstico y de cuidados;Cuidado de niños, personas enfermas y ancianos;91111901;Jardines infantiles o salas cunas;Jardines infantiles o salas cunas;8 MESES (ABRIL A NOVIEMBRE 2024);8;Mes;CLP;399000;0;0;0;3192000;3192000
1208985-46-SE24;02-04-2024 0:00:00;RFAT_ Servicio de Sala Cuna para hijo de Funcionaria Bárbara Navarro;RFAT_ Se Requiere contratar el Servicio de Sala Cuna, para hijo de funcionaria Doña Bárbara Navarro, que presta Servicios en la Residencia Familiar de Adolescencia Temprana.;Recepcion Conforme;Trato Directo;CLP;4205000;0;0;0;4205000;0;4205000;30 dias contra la recepcion conforme de la factura;Despachar según programa adjuntado ;;ADMINISTRACIÓN DIRECTA REGIÓN DE MAGALLANES;62.000.890-7;Region de Magallanes y de la Antartica;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;sala cuna y jardín infantil Gladys Díaz Villarroel;76.344.542-9;educación pre escolar;Pequeña;Región de Magallanes y de la Antártica;Servicios de cuidado personal y domésticos;Servicio doméstico y de cuidados;Cuidado de niños, personas enfermas y ancianos;91111901;Jardines infantiles o salas cunas;Jardines infantiles o salas cunas;2 Mensualidades de Enero a Febrero 2025;2;Mes;CLP;325000;0;0;0;650000;650000
1208985-46-SE24;02-04-2024 0:00:00;RFAT_ Servicio de Sala Cuna para hijo de Funcionaria Bárbara Navarro;RFAT_ Se Requiere contratar el Servicio de Sala Cuna, para hijo de funcionaria Doña Bárbara Navarro, que presta Servicios en la Residencia Familiar de Adolescencia Temprana.;Recepcion Conforme;Trato Directo;CLP;4205000;0;0;0;4205000;0;4205000;30 dias contra la recepcion conforme de la factura;Despachar según programa adjuntado ;;ADMINISTRACIÓN DIRECTA REGIÓN DE MAGALLANES;62.000.890-7;Region de Magallanes y de la Antartica;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;sala cuna y jardín infantil Gladys Díaz Villarroel;76.344.542-9;educación pre escolar;Pequeña;Región de Magallanes y de la Antártica;Servicios de cuidado personal y domésticos;Servicio doméstico y de cuidados;Cuidado de niños, personas enfermas y ancianos;91111901;Jardines infantiles o salas cunas;Jardines infantiles o salas cunas;Matrícula año 2025 del Servicio de Sala Cuna;1;Unidad;CLP;320000;0;0;0;320000;320000
1208985-45-SE24;02-04-2024 0:00:00;RFAT_Suministro de Tarjetas Giftcard Vestuario y Calzado en tiendas Falabella y Ripley ;RFAT_Servicio de Suministro de Tarjetas giftcard vestuario Falabella, Vestuario Ripley, Calzado Falabella y Calzado Ripley, para cubrir las necesidades de los Niños, niñas y Adolescentes de las Residencias Familiares de Administración Directa de la XII Región.  Trato Directo causal Art. 10, N°7, letra L del reglamento de contrataciones públicas y proviene de Licitación Pública N° 1208110-2-LQ24.;Recepcion Conforme;Trato Directo;CLP;15000000;0;0;0;15000000;0;15000000;30 dias contra la recepcion conforme de la factura;Despachar a Dirección de envío;270;ADMINISTRACIÓN DIRECTA REGIÓN DE MAGALLANES;62.000.890-7;Region de Magallanes y de la Antartica;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;SOCIEDAD DE CONFECCIONES CLER LIMITADA;76.045.081-2;FABRICACION DE PRENDAS DE VESTIR DE MATERIALES TEX;Grande;Región de la Araucanía ;Servicios profesionales, administrativos y consultorías de gestión empresarial;Servicios de apoyo a la administración de empresas;Servicios de apoyo a la gestión;80161504;Servicios administrativos;Servicios administrativos;IFT CARD VALIDAS PARA CANJE DE CALZADO EN TIENDAS RIPLEY.   PRESUPUESTO A PAGAR $ 2.500.000.-;1;Unidad;CLP;2920500;420500;0;0;2500000;2500000
1210674-61-SE24;25-03-2024 0:00:00;Adquisición de huevos de pascua para centros perteneciente a Administración directa, progama FAE y Casa nacional del Niño (EPC);Adquisición de huevos de pascua para centros perteneciente a Administración directa, progama FAE y Casa nacional del Niño E-mail envío factura facturas a dipresrecepcion@custodium.com en formato xml, favor ingresar numero de orden compra en el campo 801 Fuente de Financiamiento CDP N°136 Enviar Datos de pago en facturación Aprobado por Resolución Exenta N°36 del 25-03-2024 ;Recepcion Conforme;Trato Directo;CLP;3075622;0;0;584368,18;3659990,18;584368,18;3075622;30 dias contra la recepcion conforme de la factura;Despachar a Dirección de envío;354;ADMINISTRACIÓN DIRECTA REGIÓN METROPOLITANA;62.000.890-7;Region Metropolitana de Santiago;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;BUY ME SPA;77.431.951-4;OTRAS ACTIVIDADES DE VENTA AL POR MENOR EN COMERCIOS NO ESPECIALIZADOS;Pequeña;Región Metropolitana de Santiago;Alimentos, bebidas y tabaco;Chocolates, azúcares, edulcorantes y productos de confitería;Productos de chocolates, azúcares y edulcorantes;50161511;Chocolate o sucedáneo de chocolate;Chocolate o sucedáneo de chocolate;;1;Unidad no definida;CLP;3075622;0;0;0;3075622;3075622
1208109-18-SE24;22-03-2024 0:00:00;TRATO DIRECTO MANTENCIÓN VEHICULO D.R. AYSEN;AUTORIZA  Y DEFINE FORMULA DE CALCULO PARA APLICABILIDAD DE TRATO DIRECTO POR CAUSAL ARTICULO 8, LETRA G DE LA LEY 19.886, Y ARTICULO 10 N° 7 LETRA J) DEL DECRETO SUPREMO NUMERO 250, DE 2004, PARA LA CONTRATACIÓN DEL SERVICIO DE MANTENCIÓN DEL VEHICULO INSTITUCIONAL, KVCR-55 DE LA DIRECCIÓN REGIONAL DE AYSEN, DEL SERVICIO DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCIA.;Recepcion Conforme;Trato Directo;CLP;1783965,54;0;0;338953,45259999996;2122918,9926;338953,45259999996;1783965,54;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho, Ver Instruc;;DIRECCION REGIONAL AYSEN;62.000.890-7;Region Aysen del General Carlos IbaNez del Campo;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;IMPORTADORA TRANSWORLD SUPPLY LTDA.;76.045.356-0;IMPORTADORA, REPRESENTACIONES Y VENTAS VEHICULOS;Pequeña;Región de Magallanes y de la Antártica;Servicios de transporte, almacenaje y correo;Servicios de mantención o reparaciones de transportes;Mantención o reparación de vehículos;78180103;Servicios de cambio de fluidos de aceite o de la transmisión;Servicios de cambio de fluidos de aceite o de la t;Mantención de Vehículo Dirección Regional Aysén, 170.000 km, 180.000 km., 190.000 km. y reemplazo de frenos delanteros y traseros, según cotizaciones adjuntas.;1;Unidad no definida;CLP;1783965,54;0;0;0;1783965,54;1783965,54
1208985-35-SE24;19-03-2024 0:00:00;RFA - Servicio Suministro transporte mayor ;RFA -SERVICIO DE SUMINISTRO DE TRANSPORTE MAYOR VÍA MINIBUS Y BUS PARA LAS UNIDADES OPERATIVAS DEL SERVICIO DE PROTECCIÓN ESPECIALIZADA DE LA REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA;Aceptada;Trato Directo;CLP;1700000;0;0;0;1700000;0;1700000;30 dias contra la recepcion conforme de la factura;A convenir;228;ADMINISTRACIÓN DIRECTA REGIÓN DE MAGALLANES;62.000.890-7;Region de Magallanes y de la Antartica;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;BUSES FERNANDEZ LIMITADA;77.492.710-7;VENTA AL POR MAYOR DE VEHICULOS AUTOMOTORES (IMPORTACION, DISTRIBUCION| OTROS TIPOS DE TRANSPORTE NO REGULAR DE PASAJEROS N.C.P.| TRANSPORTE DE CARGA POR CARRETERA| ALQUILER DE OTROS TIPOS DE MAQUINARIAS Y EQUIPOS N.C.P.| OTRAS ACTIVIDADES EMPRESARIALES N;Mediana;Región de Magallanes y de la Antártica;Servicios de transporte, almacenaje y correo;Transporte de pasajeros;Transporte de pasajeros por carretera;78111802;Servicios de autobuses regulares, recorridos fijos o servicios programados;Servicios de autobuses regulares, recorridos fijos;SERVICIO DE SUMINISTRO DE TRANSPORTE MAYOR VÍA MINIBUS Y BUS PARA LAS UNIDADES OPERATIVAS DEL SERVICIO DE PROTECCIÓN ESPECIALIZADA DE LA REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA;1;Unidad;CLP;1700000;0;0;0;1700000;1700000
1208110-30-SE24;13-03-2024 0:00:00;Servicio Suministro de Dulceria y elementos Decorativos ;Se Requiere la contratación del Servicio de Suministro de Dulceria y elementos decorativos para actividades de los NNA, para las tres unidades operativas del Servicio de Protección Especializada de la Región de magallanes y de la Antártica Chilena, según el Art. 10, n° 7, letra J) del decreto N° 250/2004.;Recepcion Conforme;Trato Directo;CLP;840336;0;0;159663,84;999999,84;159663,84;840336;30 dias contra la recepcion conforme de la factura;Retiramos de su bodega;214;DIRECCION REGIONAL MAGALLANES;62.000.890-7;Region de Magallanes y de la Antartica;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;DISTRIBUIDORA TIO RICO LIMITADA;76.052.495-6;MAYORISTAS DE VINOS Y BEBIDAS ALCOHOLICAS Y DE FANTASIA| VENTA AL POR MAYOR DE OTROS PRODUCTOS N.C.P.| VENTA AL POR MENOR DE BEBIDAS Y LICORES (BOTILLERIAS)| VENTA AL POR MENOR DE PRODUCTOS DE CONFITERIAS, CIGARRILLOS, Y OTROS| VENTA AL POR MENOR DE APARA;Grande;Región de Magallanes y de la Antártica;Servicios profesionales, administrativos y consultorías de gestión empresarial;Servicios de apoyo a la administración de empresas;Servicios de apoyo a la gestión;80161504;Servicios administrativos;Servicios administrativos;DR_ Servicio de Suministro de Dulcería y Elementos decorativos para las actividades de los NNA.;1;Unidad;CLP;840336;0;0;0;840336;840336
1208983-40-SE24;21-03-2024 0:00:00;Prórroga Servicio de aseo RF Cerro Alegre;Prorroga Servicio de aseo Residencia Familiar Cerro Alegre, Inicio 01 de marzo hasta el 31 de marzo de 2024.;Recepcion Conforme;Trato Directo;CLP;1200000;0;0;228000;1428000;228000;1200000;30 dias contra la recepcion conforme de la factura;Despachar a Dirección de envío;;ADMINISTRACIÓN DIRECTA REGIÓN DE VALPARAÍSO;62.000.890-7;Region de Valparaiso;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;CARLOS ARTURO PALMA VILLAGRAN;5.290.467-6;Ingenieria y Construcción;Pequeña;Región de Valparaíso ;Servicios de limpieza industrial;Servicios de limpieza;Servicios de limpieza de edificios y oficinas en general;76111501;Servicios de limpieza de edificios;Servicios de limpieza de edificios;Servicio de aseo Residencia Familiar Valparaíso;1;Mes;CLP;1200000;0;0;0;1200000;1200000
1208985-25-SE24;11-03-2024 0:00:00;RFAT_Servicio de Catering y Banqueteria.;CONTRATACIÓN DEL SERVICIO DE SUMINISTRO DE CATERING Y BANQUETERIA,PARA LA DIRECCIÓN REGIONAL Y LAS RESIDENCIAS DE ADMINISTRACIÓN DIRECTA DEL SERVICIO DE PROTECCIÓN ESPECIALIZADA, DE LA REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA.  Vigencia del contrato: El contrato tendrá una vigencia de 18 meses o el término del presupuesto, lo que ocurra primero.;Recepcion Conforme;Trato Directo;CLP;1260504;0;0;239495,76;1499999,76;239495,76;1260504;30 dias contra la recepcion conforme de la factura;A convenir;193;ADMINISTRACIÓN DIRECTA REGIÓN DE MAGALLANES;62.000.890-7;Region de Magallanes y de la Antartica;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;MARIANNELA ETHEL MELLA BORQUEZ;9.334.524-K;SERVICIOS DE BANQUETES, BODAS Y OTRAS CELEBRACIONES| OTRAS ACTIVIDADES DE SERVICIOS PERSONALES N.C.P.;Pequeña;Región de Magallanes y de la Antártica;Servicios de Viajes, alimentación, alojamiento y entretenimiento;Restaurantes y catering;Servicios de comedor y banquetes;90101603;Servicios de catering;Servicios de catering;RFAT_Contrato para el Servicio de Catering y Banquetería, para la Residencia familiar ubicada en calle Kuzma Slavic N° 736;1;Unidad;CLP;1260504;0;0;0;1260504;1260504
1208983-41-SE24;13-03-2024 0:00:00;Servicio Sala Cuna Hija Funcionaria Carla Aguayo;Servicio de Sala Cuna de Hija de Funcionaria Carla Aguayo. Inicio de prestación de servicio e: 18 de marzo de 2024.;Recepcion Conforme;Trato Directo;CLP;6570667;0;0;0;6570667;0;6570667;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;189;ADMINISTRACIÓN DIRECTA REGIÓN DE VALPARAÍSO;62.000.890-7;Region de Valparaiso;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;VITAMINA INMOBILIARIA SPA;76.255.817-3;COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES;Pequeña;Región Metropolitana de Santiago;Servicios de cuidado personal y domésticos;Servicio doméstico y de cuidados;Cuidado de niños, personas enfermas y ancianos;91111901;Jardines infantiles o salas cunas;Jardines infantiles o salas cunas;Matricula 2024  Matricula 2025;2;Unidad no definida;CLP;320000;0;0;0;640000;640000
1208985-16-SE24;12-02-2024 0:00:00;RFAT_Renovación del Contrato por única vez del Servicio de Mantención, obras menores y Servicios Generales para Residencia Familiar de Adolescencia Temprana;Se Requiere la Renovación del contrato por única vez del Servicio de Mantención, obras menores y Servicios Generales, para la residencia de Administración Directa del Servicio Mejor Niñez.  Aprobado por Trato Directo, bajo la causal contemplada en la letra G) del Art. 8 de la Ley N° 19.886, Concordada con el Art.10 N° 7 letra L) del Reglamento de Compras, proveniente de Licit. Pública ID 1208985-9-LP22 que se declaró Desierta.      ;Recepcion Conforme;Trato Directo;CLP;33613445;0;0;6386554,55;39999999,55;6386554,55;33613445;30 dias contra la recepcion conforme de la factura;Despachar según programa adjuntado ;;ADMINISTRACIÓN DIRECTA REGIÓN DE MAGALLANES;62.000.890-7;Region de Magallanes y de la Antartica;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;SERVICIOS SCALA SOCIEDAD POR ACCIONES;76.128.863-6;REPARACION DE EQUIPOS DE CONTROL DE PROCESOS INDUSTRIALES| OBRAS DE INGENIERIA| OBRAS MENORES EN CONSTRUCCION (CONTRATISTAS, ALBANILES, CARPINTEROS)| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.;Pequeña;Región de Magallanes y de la Antártica;Servicios de construcción y mantenimiento;Servicios de atención, mantenimiento y reparaciones de edificios;Revestimientos de techos, paredes o metalistería;72101607;Instalación o reparación de paredes;Instalación o reparación de paredes;Mantención, obras menores y Servicios Generales para la Residencia Familar de Administración Directa.;1;Unidad;CLP;33613445;0;0;0;33613445;33613445
1210674-33-SE24;09-02-2024 0:00:00;Adquisición de Vacaciones para Residencia Familiar Macul en contexto de vacaciones de verano (EPC);Adquisición de Vacaciones para Residencia Familiar Macul en contexto de vacaciones de verano  E-mail envío factura facturas a dipresrecepcion@custodium.com en formato xml, favor ingresar numero de orden compra en el campo 801 Fuente de Financiamiento CDP N°90 Enviar Datos de pago en facturación Aprobado por Resolución Exenta N°13 ;Recepcion Conforme;Trato Directo;CLP;3564000;0;0;677160;4241160;677160;3564000;30 dias contra la recepcion conforme de la factura;Despachar a Dirección de envío;;ADMINISTRACIÓN DIRECTA REGIÓN METROPOLITANA;62.000.890-7;Region Metropolitana de Santiago;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;ECOTURISMO LEMUNANTU SPA;77.702.567-8;;NoClasificado;Región del Maule ;Artículos para estructuras, obras y construcciones;Construcciones permanentes;Construcciones para alojamiento;30222507;Hotel;Hotel;servicio de alojamiento y alimentación para 22 personas en constitución ;1;Unidad no definida;CLP;3564000;0;0;0;3564000;3564000
1208985-13-SE24;08-02-2024 0:00:00;Servicio de Mantención Vehículo 60.000 km. e instalación sistema de alarma;SERVICIO DE MANTENCIÓN 60.000 KILOMETROS E INSTALACIÓN DE ALARMA DE VEHÍCULO INSTITUCIONAL MARCA HYUNDAI, MODELO H1, PATENTE LWTB20.  Se realiza Trato Directo, según  Art.10 , N° 7, LETRA E) del decreto N°250/2004;Recepcion Conforme;Trato Directo;CLP;634844;0;0;120620,36;755464,36;120620,36;634844;30 dias contra la recepcion conforme de la factura;Despachar según programa adjuntado ;88;ADMINISTRACIÓN DIRECTA REGIÓN DE MAGALLANES;62.000.890-7;Region de Magallanes y de la Antartica;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;AUTOMOTORES GILDEMEISTER SPA;79.649.140-k;REPARACION OTROS TIPOS DE MAQUINARIA Y EQUIPOS DE USO GENERAL| REPARACION DE MAQUINARIA AGROPECUARIA Y FORESTAL| VENTA AL POR MAYOR DE VEHICULOS AUTOMOTORES (IMPORTACION, DISTRIBUCION| VENTA O COMPRAVENTA AL POR MENOR DE VEHICULOS AUTOMOTORES NUEVOS O USA;Grande;Región Metropolitana de Santiago;Servicios de transporte, almacenaje y correo;Servicios de mantención o reparaciones de transportes;Mantención o reparación de vehículos;78180101;Reparación y pintura carrocerías;Reparación y pintura carrocerías;SERVICIO DE MANTENCIÓN 60.000 KM.E INSTALACIÓN DE SISTEMA DE ALARMA PARA BÚS INSTITUCIONAL,SEGÚN COTIZACIÓN;1;Unidad;CLP;634844;0;0;0;634844;634844
1210674-45-SE24;05-03-2024 0:00:00;CONT. SERVICIO SALA CUNA FUNCIONARIO A.G.R.crb;E-mail envío factura facturas a dipresrecepcion@custodium.com en formato xml, favor ingresar numero de orden compra en el campo 801, enviar también a correo criverab@servicioproteccion.gob.cl.;Recepcion Conforme;Trato Directo;CLP;4208000;0;0;0;4208000;0;4208000;30 dias contra la recepcion conforme de la factura;Despachar a Dirección de envío;283;ADMINISTRACIÓN DIRECTA REGIÓN METROPOLITANA;62.000.890-7;Region Metropolitana de Santiago;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;Sala cuna y Jardin infantil habia una vez spa;76.245.497-1;educacion pre-escolar;Pequeña;Región Metropolitana de Santiago;Servicios de cuidado personal y domésticos;Servicio doméstico y de cuidados;Cuidado de niños, personas enfermas y ancianos;91111901;Jardines infantiles o salas cunas;Jardines infantiles o salas cunas;SERVICIO DE SALA CUNA PARA FUNCIONARIO ALDO GONZALEZ ROMERO, PERIODO MARZO A DICIEMBRE.;10;Unidad no definida;CLP;420800;0;0;0;4208000;4208000
1210674-46-SE24;05-03-2024 0:00:00;CONT. SERVICIO DE SALA CUNA FUNCIONARIA D.P. crb;E-mail envío factura facturas a dipresrecepcion@custodium.com en formato xml, favor ingresar numero de orden compra en el campo 801, enviar también a correo criverab@servicioproteccion.gob.cl.;Recepcion Conforme;Trato Directo;CLP;2997000;0;0;0;2997000;0;2997000;30 dias contra la recepcion conforme de la factura;Despachar a Dirección de envío;281;ADMINISTRACIÓN DIRECTA REGIÓN METROPOLITANA;62.000.890-7;Region Metropolitana de Santiago;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;COMERCIAL SERVICIOS E INVERSIONES M Y C LIMITADA;78.858.100-9;ENSEÑANZA PREESCOLAR PRIVADA;Micro;Región Metropolitana de Santiago;Servicios de cuidado personal y domésticos;Servicio doméstico y de cuidados;Cuidado de niños, personas enfermas y ancianos;91111901;Jardines infantiles o salas cunas;Jardines infantiles o salas cunas;MENSUALIDAD COMPLETA MARZO A AGOSTO 2024;6;Unidad no definida;CLP;420000;0;0;0;2520000;2520000
1208129-101-SE24;05-03-2024 0:00:00;HABILITACIÓN RESIDENCIA FAMILIAR INFANCIA TEMPRANA;Continuidad de Obras 2024 “HABILITACIÓN RESIDENCIA FAMILIAR DE SEGUNDA INFANCIA, DE LA DIRECCIÓN REGIONAL DEL BIOBÍO”, AUTORIZADA POR RES. EXENTA N° 238-A DEL 16-10-2023.   CDP N°167 de fecha 29.02.2024. correspondiente a ajuste de OC 1208129-389-SE23;Recepcion Conforme;Trato Directo;CLP;120744676;0;0;22941488,44;143686164,44;22941488,44;120744676;30 dias contra la recepcion conforme de la factura;A convenir;;ADMINISTRACIÓN DIRECTA REGIÓN DEL BIOBÍO;62.000.890-7;Region del Biobio;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;S I M GAS SOCIEDAD ANONIMA;99.517.740-4;CONSTRUCCION DE EDIFICIOS COMPLETOS O DE PARTES DE EDIFICIOS| OBRAS DE INGENIERIA| OBRAS MENORES EN CONSTRUCCION (CONTRATISTAS, ALBANILES, CARPINTEROS)| VENTA AL POR MAYOR DE METALES Y MINERALES METALIFEROS| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.;Pequeña;Región del Biobío ;Servicios de construcción y mantenimiento;Servicios de atención, mantenimiento y reparaciones de edificios;Servicios de restauración de edificios y estructuras;72102802;Restauración de edificios, casas, señales o monumentos;Restauración de edificios, casas, señales o monume;HABILITACIÓN RESIDENCIA FAMILIAR DE INFANCIA TEMPRANA DE LA DIRECCIÓN REGIONAL DEL SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCIA DEL BIOBÍO” AUTORIZADA POR REX 238-A, DIFERENCIA AJUSTE OC:1208129-389-SE23, CONTINUIDAD OBRAS 2024;1;Unidad no definida;CLP;120744676;0;0;0;120744676;120744676
